row_id,predicted_probability,tuned_threshold_prediction,top_drivers,recommended_action
16421,0.00062730,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
4809,0.00038441,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
252,0.59879715,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
17344,0.53787851,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1900),Investigate checkout/discount friction
7460,0.00056915,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
10493,0.70626092,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
4922,0.65997536,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
17085,0.75662884,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
23943,0.60114496,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.2009),Candidate for promotion - threshold-qualified
21025,0.00038278,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
1547,0.69136206,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
2822,0.00057370,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
16982,0.58775358,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
20669,0.60184007,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
6944,0.57367645,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
6673,0.60105195,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
3407,0.56112975,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Investigate checkout/discount friction
9169,0.60816046,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
16077,0.66355152,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
9029,0.00060393,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
9949,0.60683996,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
20282,0.00065983,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
2327,0.54109148,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Investigate checkout/discount friction
13595,0.73561466,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
10563,0.65893981,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
23575,0.56138684,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
2090,0.69622419,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
2254,0.55314637,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
7452,0.00057386,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
20265,0.69628474,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
3912,0.00060655,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
12972,0.69985513,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
8237,0.66386894,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
6182,0.54131019,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1944),Investigate checkout/discount friction
23243,0.00039748,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
9471,0.62453439,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
3333,0.00032113,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
17005,0.52278657,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
12904,0.00032839,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
21471,0.00055312,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
3118,0.59264774,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
1263,0.00060774,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
22556,0.58395537,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
24015,0.59457089,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
9449,0.66605077,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
10958,0.49762339,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1826),Investigate checkout/discount friction
12530,0.00039972,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
10438,0.70646682,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
6919,0.00032628,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
22224,0.00049521,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
20096,0.69784063,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
10061,0.55957245,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
900,0.73239358,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
13808,0.00058762,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
17953,0.00058526,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
15824,0.51632868,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
8350,0.60360746,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
7191,0.74047226,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
20439,0.00056341,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.1817),Retention/engagement nudge
24408,0.68226252,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
24041,0.70954135,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
18308,0.69352139,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
12574,0.71272581,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
23058,0.00054173,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.1845),Retention/engagement nudge
3180,0.71738680,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
16119,0.00038749,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
247,0.70367160,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
5258,0.62665911,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
19996,0.64548704,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
18102,0.65872733,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1984),Candidate for promotion - threshold-qualified
312,0.57941965,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
18325,0.72770456,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
2746,0.63488613,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
24463,0.67680881,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
9970,0.00068660,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
14906,0.60917696,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
16653,0.00030635,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
13160,0.53671566,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
16783,0.00039275,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
348,0.00034772,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
21814,0.57626471,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
13206,0.61838719,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
1532,0.00031981,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
11676,0.75459275,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
1571,0.56262608,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
21308,0.56956468,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Investigate checkout/discount friction
13945,0.00058624,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
6432,0.66718794,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
7551,0.60366585,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
8055,0.00052562,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
6823,0.74977716,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
8550,0.00077302,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
21330,0.67512740,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
4601,0.00046115,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
22335,0.68468787,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
23918,0.66310570,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1946),Candidate for promotion - threshold-qualified
21557,0.70336460,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
5191,0.54248257,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
1020,0.67372159,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
15770,0.61570420,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
8138,0.00048725,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
16677,0.00032968,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
12436,0.54969166,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1841),Investigate checkout/discount friction
16052,0.00034935,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
15684,0.00044194,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
18152,0.00031550,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
19854,0.65211275,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
21566,0.00063827,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
2901,0.68835468,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
16446,0.51043641,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
20939,0.69304007,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
21914,0.73120332,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
20268,0.00044431,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.2016),Retention/engagement nudge
1687,0.00053351,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
23968,0.00031804,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
23608,0.00062990,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
12933,0.67522030,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
11697,0.54975336,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1893),Investigate checkout/discount friction
3927,0.00054155,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
13804,0.00052638,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
7656,0.00064618,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
7704,0.00054459,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
6236,0.00063991,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
7718,0.00031496,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
2233,0.75133311,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
24388,0.00035105,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
9863,0.71298851,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
9672,0.64983176,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
7998,0.00041385,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
14725,0.66990174,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
19904,0.00033826,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
21915,0.55767297,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
5682,0.57866345,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
10092,0.00031559,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
20192,0.51821732,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
4209,0.69413718,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
19205,0.57193898,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
14557,0.54982643,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
